metric,mean,ci_low,ci_high,n
bertscore_f1,0.750033,0.728634,0.771432,31
citation_precision,0.206452,0.193806,0.219097,31
citation_recall,0.741935,0.652521,0.831350,31
content_f1,0.272897,0.219442,0.326352,31
factual_consistency_normalized,0.508065,0.492258,0.523871,31
factual_consistency_score,3.032258,2.969032,3.095484,31
gating_avg_gating_precision,0.000000,0.000000,0.000000,0
gating_avg_gating_recall,0.000000,0.000000,0.000000,0
gating_lane_ids_recall,0.000000,0.000000,0.000000,0
h2_context_respected,0.000000,0.000000,0.000000,0
h2_error_rate,0.000000,0.000000,0.000000,0
h2_hallucination_rate,0.000000,0.000000,0.000000,0
h2_hint_adherence,0.000000,0.000000,0.000000,0
h2_integration_score,0.000000,0.000000,0.000000,0
h2_knowledge_score,0.000000,0.000000,0.000000,0
h2_scope_violation_rate,0.000000,0.000000,0.000000,0
h2_structure_violation_rate,0.000000,0.000000,0.000000,0
llm_answer_relevance,0.596774,0.529837,0.663711,31
llm_context_relevance,0.508065,0.465651,0.550478,31
llm_faithfulness,0.532258,0.494631,0.569885,31
llm_judge_used,0.000000,0.000000,0.000000,0
mrr@10,0.745699,0.635092,0.856306,31
mrr@3,0.715054,0.584569,0.845539,31
mrr@5,0.745699,0.635092,0.856306,31
ndcg@10,0.639081,0.559371,0.718791,31
ndcg@3,0.586607,0.479814,0.693400,31
ndcg@5,0.639081,0.559371,0.718791,31
recall@10,0.741935,0.652521,0.831350,31
recall@3,0.629032,0.509070,0.748995,31
recall@5,0.741935,0.652521,0.831350,31
rouge_l_recall,0.493570,0.407592,0.579549,31
semantic_sim,0.794595,0.766425,0.822765,31
