metric,mean,ci_low,ci_high,n
bertscore_f1,0.736672,0.722329,0.751016,31
citation_precision,0.225806,0.195705,0.255908,31
citation_recall,0.774194,0.674225,0.874162,31
content_f1,0.234274,0.190248,0.278300,31
factual_consistency_normalized,0.500000,0.500000,0.500000,31
factual_consistency_score,3.000000,3.000000,3.000000,31
gating_avg_gating_precision,0.000000,0.000000,0.000000,0
gating_avg_gating_recall,0.000000,0.000000,0.000000,0
gating_lane_ids_recall,0.000000,0.000000,0.000000,0
h2_context_respected,0.000000,0.000000,0.000000,0
h2_error_rate,0.000000,0.000000,0.000000,0
h2_hallucination_rate,0.000000,0.000000,0.000000,0
h2_hint_adherence,0.000000,0.000000,0.000000,0
h2_integration_score,0.000000,0.000000,0.000000,0
h2_knowledge_score,0.000000,0.000000,0.000000,0
h2_scope_violation_rate,0.000000,0.000000,0.000000,0
h2_structure_violation_rate,0.000000,0.000000,0.000000,0
llm_answer_relevance,0.629032,0.557640,0.700424,31
llm_context_relevance,0.540323,0.494330,0.586315,31
llm_faithfulness,0.564516,0.509006,0.620027,31
llm_judge_used,0.000000,0.000000,0.000000,0
mrr@10,0.822581,0.718797,0.926364,31
mrr@3,0.822581,0.718797,0.926364,31
mrr@5,0.822581,0.718797,0.926364,31
ndcg@10,0.715341,0.627593,0.803089,31
ndcg@3,0.683868,0.589268,0.778468,31
ndcg@5,0.715341,0.627593,0.803089,31
recall@10,0.774194,0.674225,0.874162,31
recall@3,0.709677,0.610377,0.808978,31
recall@5,0.774194,0.674225,0.874162,31
rouge_l_recall,0.431564,0.361120,0.502007,31
semantic_sim,0.786483,0.761774,0.811193,31
