metric,mean,ci_low,ci_high,n
bertscore_f1,0.734136,0.724908,0.743365,17
citation_precision,0.364706,0.274290,0.455122,17
citation_recall,0.490103,0.318083,0.662123,17
content_f1,0.305465,0.265710,0.345219,17
factual_consistency_normalized,0.500000,0.500000,0.500000,17
factual_consistency_score,3.000000,3.000000,3.000000,17
gating_avg_gating_precision,0.000000,0.000000,0.000000,0
gating_avg_gating_recall,0.000000,0.000000,0.000000,0
gating_lane_ids_precision,0.000000,0.000000,0.000000,0
gating_lane_ids_recall,0.000000,0.000000,0.000000,0
gating_node_ids_precision,0.000000,0.000000,0.000000,0
gating_node_ids_recall,0.000000,0.000000,0.000000,0
gating_task_names_precision,0.000000,0.000000,0.000000,0
gating_task_names_recall,0.000000,0.000000,0.000000,0
h2_context_respected,0.000000,0.000000,0.000000,0
h2_error_rate,0.000000,0.000000,0.000000,0
h2_hallucination_rate,0.000000,0.000000,0.000000,0
h2_hint_adherence,0.000000,0.000000,0.000000,0
h2_integration_score,0.000000,0.000000,0.000000,0
h2_knowledge_score,0.000000,0.000000,0.000000,0
h2_scope_violation_rate,0.000000,0.000000,0.000000,0
h2_structure_violation_rate,0.000000,0.000000,0.000000,0
llm_judge_used,0.000000,0.000000,0.000000,0
mrr@10,0.819444,0.679543,0.959346,18
mrr@3,0.805556,0.650998,0.960113,18
mrr@5,0.819444,0.679543,0.959346,18
ndcg@10,0.534899,0.380205,0.689592,18
ndcg@3,0.561611,0.394886,0.728336,18
ndcg@5,0.570985,0.421445,0.720525,18
recall@10,0.485097,0.322619,0.647575,18
recall@3,0.422134,0.245188,0.599080,18
recall@5,0.485097,0.322619,0.647575,18
rouge_l_recall,0.274194,0.216945,0.331444,17
semantic_sim,0.837085,0.813941,0.860229,17
